Date,Hotel Name,Source,Language,Score,URL,Author,Title,Text,Translation
2023-03-31,Becamex New City Hotel,Ctrip,Chinese,70,https://hotels.ctrip.com/international/7359980.html,柳条08,,经朋友介绍这个在当地最好的酒店，但是入住后让我有点失望，首先我是上午到的，酒店以没有空房间为由不准提前办理入住，等我下午六点半返回酒店办理入住时，因为我要不吸烟的房间，办理入住最少耽误了半个小时，最后还是给我办的双床房，在公寓楼的房间，空调很吵，房间的窗帘竟然没有遮阳功能，与星级酒店不符…….,"This hotel was introduced by a friend as the best hotel in the area, but I was a little disappointed after checking in. First of all, I arrived in the morning. The hotel did not allow early check-in on the grounds that there was no vacant room. When I returned to the hotel to check in at 6:30 in the afternoon Because I wanted a non-smoking room, check-in was delayed for at least half an hour. In the end, I got a twin room. In the apartment building, the air conditioner was very noisy, and the curtains in the room did not have sunshade function. Doesn't match..."
2023-03-30,Becamex New City Hotel,Agoda,Chinese,88,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,QICHANG,Excellent,附近地區較優質的酒店,Better quality hotels in nearby areas
2023-03-29,Becamex New City Hotel,Ctrip,Chinese,100,https://hotels.ctrip.com/international/7359980.html,jiyoung,,酒店整体环境不错，早餐中式的，一般，，可以在泳池边吃，就是热一点 ，房间这次定的是公寓式套房，个人觉得隔的有点憋的慌，下次还是定那种普通的房间。,"The overall environment of the hotel is good, the breakfast is Chinese style, average, you can eat by the pool, but it is hotter, the room is an apartment-style suite this time, I personally feel that the distance is a bit suffocating, next time I will book an ordinary room ."
2023-03-28,Becamex New City Hotel,Google,Vietnamese,60,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Lam Lam,,"Đây là lần thứ hai mình chọn lưu trú ở Becamex Hotel New City, nhưng thật sự trải nghiệm lần này của mình khá tệ. Trưa ngày mình nhận phòng, mình tới trước nên check-in trước và có báo cho phía lễ tân khách sạn là tầm chiều tối bạn mình sẽ tới. Sáng ngày thứ nhất bọn mình có cùng nhau dùng bữa sáng tại nhà hàng của khách sạn, bạn mình là người cầm thẻ phòng để check chỗ quầy thì nhân viên bảo phòng chỉ có một khách, sau đó họ kiểm tra lại xác nhận có hai khách. Xem như đó là sai sót nhất thời đáng lẽ nó nên được sửa chữa. Sang tới ngày thứ hai mình dùng bữa và cũng gặp tình huống như thế. Tại sao các bạn không kiểm tra kỹ thông tin? Hi vọng trải nghiệm lần tới của mình không tệ hại như vậy?","This is the second time I choose to stay at Becamex Hotel New City, but my experience this time was really bad. At noon on the day I checked in, I arrived first, so I checked in first and informed the hotel reception that my friend would come in the evening. In the morning of the first day, we had breakfast together at the hotel restaurant, my friend was the one holding the room card to check the counter, the staff told the room there was only one guest, then they checked to confirm there were two. guest. See it as a temporary mistake that should have been fixed. On the second day, I had a meal and had the same situation. Why don't you double check the information? Hope my next experience isn't as bad?"
2023-03-28,Becamex New City Hotel,Booking.com,Chinese,90,https://www.booking.com/hotel/vn/becamex-new-city.en.html?tab=4&lang=en-us,Wei,非常好的体验,早餐，卫生状况，员工很友好，有个很大的泳池,"Breakfast, cleanliness, friendly staff, and a big swimming pool"
2023-03-28,Becamex New City Hotel,Agoda,Korean,64,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,SUNGGYU,빈증 출장 숙소,담배 냄새. 소파 청결 상태 불량,cigarette smell. Poor sofa cleanliness
2023-03-26,Becamex New City Hotel,Ctrip,Japanese,80,https://hotels.ctrip.com/international/7359980.html,100076****,,新城唯一的五星级酒店，多半都是住中国人,Most of the only five-star hotels in Binh Duong are Chinese people
2023-03-22,Becamex New City Hotel,Ctrip,Chinese,100,https://hotels.ctrip.com/international/7359980.html,zhou-jy,,酒店非常整洁，房间宽敞，舒适。早餐非常丰富,The hotel is very clean and the rooms are spacious and comfortable. very good breakfast
2023-03-21,Becamex New City Hotel,Ctrip,Chinese,100,https://hotels.ctrip.com/international/7359980.html,1595920****,,很不错的呢,very good
2023-03-18,Becamex New City Hotel,Agoda,Chinese,100,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,WANG,非常好的酒店,住很多次了，酒店环境，位置都很好，工作人员热情，中文也很好，👍,"I have stayed many times, the hotel environment and location are very good, the staff are friendly, and the Chinese is also very good, 👍"
2023-03-17,Becamex New City Hotel,Google,Vietnamese,20,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Sam Nguyen,,"Một trải nghiệm quá tệ ! Nhân viên lễ tân tay đôi với khách , 4 người đi trong đó 1 người quên mang giấy tờ tuỳ thân có hình ảnh nhưng ko chấp nhận! Bảo lãnh cũng ko cho .đúng kiểu phục vụ của những năm 90 tk trước. Tạm biệt và không hẹn gặp","Such a bad experience ! Front desk staff arguing directly with guests, 4 people go in which 1 person forgot to bring photo identification but did not accept, even with the peole can guarantee. Typical service style of 90s. Goodbye and no see them again"
2023-03-17,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,PHU HO,,"Không gian thoáng, dịch vụ chuyên nghiệp","Open space, professional service"
2023-03-14,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,trung nguyen,,Rất tốt,Very good
2023-03-14,Becamex New City Hotel,Ctrip,English,100,https://hotels.ctrip.com/international/7359980.html,_TXTHjk515is****,,"Good hotel and nice place
Food is good test
Clean room
Lovely people","Good hotel and nice place
Food is good test
Clean room
Lovely people"
2023-03-13,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Thien Dam Van,,Đồ uống rất tuyệt vời,Very good drinks
2023-03-13,Becamex New City Hotel,Google,Chinese,80,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,楊守安,,住一個禮拜今天剛住，網路有時收不到。,"I just moved in today after staying for a week, and sometimes I can't receive it on the Internet."
2023-03-12,Becamex New City Hotel,Google,Vietnamese,80,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,HUY DUONG TRAN,,Nơi chạy giải Halfmarathon Bình Dương,The place to run the Binh Duong Halfmarathon
2023-03-10,Becamex New City Hotel,Agoda,Japanese,100,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,WANG,非常Good,出行方便，环境好，不知道住了多少次了，非常好,It's convenient to travel and the environment is good. I don't know how many times I've stayed here. It's very good
2023-03-04,Becamex New City Hotel,Agoda,English,80,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Mengchun,CP 高,樓下 family mart 方便,The Family Mart downstair is convenient
2023-03-04,Becamex New City Hotel,Agoda,Chinese,76,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Mengchun,性價比高,含有免痔馬桶 ，早餐多元,"Contains a hemorrhoid-free toilet, and the breakfast is diverse"
2023-02-28,Becamex New City Hotel,Ctrip,Chinese,40,https://hotels.ctrip.com/international/7359980.html,E0169****,,房間越來越舊。低樓層濕氣重,The rooms are getting older. Humidity on lower floors
2023-02-20,Becamex New City Hotel,Google,Chinese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Shelly Mu,,房間很大，服務親切早餐好吃 但是枕頭太軟了 雖然有四顆枕頭但是沒一顆好躺😂😂 整體而言很推薦,"The room is big, the service is friendly, the breakfast is delicious, but the pillows are too soft. Although there are four pillows, none of them are comfortable to lie on. Overall, it is recommended"
2023-02-20,Becamex New City Hotel,Agoda,Japanese,76,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,KAZUTAKA,これからに期待,"新都心に立つホテルで、部屋は広く、設備も整っているが、周りに商業施設は少ない。
これから発展していく都市と何年も前から言われているが、コロナの影響でなかなか開発が進んでいない様子。
それでもこれからの発展には期待したい。","This hotel is located in the new city center, and the rooms are spacious and well-equipped, but there are few commercial facilities around.
It has been said for many years that it is a city that will develop from now on, but it seems that development has not progressed due to the influence of Covid-19.
Still, I have high hopes for future developments. "
2023-02-20,Becamex New City Hotel,Agoda,,100,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,mo,Exceptional,飯店位置極佳,Hotel location is excellent
2023-02-20,Becamex New City Hotel,Agoda,English,100,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,YiTe,Nice hotel,"I booked the suite, everything was fine except one thing .... don't know how to adjust the temperature of the AC .....","I booked the suite, everything was fine except one thing .... don't know how to adjust the temperature of the AC ....."
2023-02-20,Becamex New City Hotel,Agoda,Chinese,100,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,mo,Exceptional,早餐 好好吃！,Breakfast is delicious!
2023-02-12,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Oanh Nguyen,,Vị trí đẹp ....Vip nhé,Nice location....Vip
2023-02-07,Becamex New City Hotel,Google,Korean,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,김희은,,베트남 럭셔리 호텔~ 방도 쾌적하고 조식도 맛있고 로비도 근사하다. 일정때문에 짧게 머물러서 아쉽다,"Luxury Hotel in Vietnam~ The room is pleasant, the breakfast is delicious, and the lobby is nice. It's a pity that I stayed short due to my schedule."
2023-02-07,Becamex New City Hotel,Ctrip,Chinese,100,https://hotels.ctrip.com/international/7359980.html,Lydia qi,,值得续住 环境卫生 早餐都不错,"Worth continuing to stay, sanitation and breakfast are good"
2023-02-07,Becamex New City Hotel,Ctrip,Chinese,100,https://hotels.ctrip.com/international/7359980.html,M510014****,,有个重要的事情要说下，这酒店的名字应该叫平阳新城贝卡梅克斯酒店。特别从机场打出租车到酒店的时候，切记不要讲到土龙木，司机会把你送到土龙木的贝卡梅克斯酒店。酒店住的还舒适,"There is an important thing to say, the name of this hotel should be Becamex Hotel in Binh Duong New City. Especially when taking a taxi from the airport to the hotel, remember not to mention Thu Dau Mot, the driver will send you to the Bekamex Hotel in Thu Dau Mot. The hotel is comfortable"
2023-02-02,Becamex New City Hotel,Ctrip,English,100,https://hotels.ctrip.com/international/7359980.html,撕不坏,,"Continental breakfast, nice service","Continental breakfast, nice service"
2023-02-02,Becamex New City Hotel,Agoda,Vietnamese,40,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,phạm,Tệ,"Khách sạn quá nhiều quy định cho khách, k nên ở","The hotel has too many rules for guests, should not stay"
2023-01-31,Becamex New City Hotel,Ctrip,Chinese,80,https://hotels.ctrip.com/international/7359980.html,心蓝1129,,开发区的一个酒店 周边都是工厂 适合出差 旁边中国餐厅挺多,"A hotel in the development zone is surrounded by factories, suitable for business trips, and there are many Chinese restaurants next to it"
2023-01-26,Becamex New City Hotel,Ctrip,Chinese,100,https://hotels.ctrip.com/international/7359980.html,Vincz,,早餐很好，游泳池很好，,"Good breakfast, nice swimming pool,"
2023-01-26,Becamex New City Hotel,Google,English,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Nguyễn Phương Nguyên,,I only had a coffee downstairs. Good.,I only had a coffee downstairs. Good.
2023-01-18,Becamex New City Hotel,Ctrip,Chinese,20,https://hotels.ctrip.com/international/7359980.html,201122****,,特别特别不好,very bad
2023-01-17,Becamex New City Hotel,Booking.com,Chinese,90,https://www.booking.com/hotel/vn/becamex-new-city.en.html?tab=4&lang=en-us,Hsirung,Wonderful,"溫泉非常棒，正宗的硫磺泉，早晚餐都很不錯.
離纜車站有點距離","The hot spring is very good, authentic sulfur spring, breakfast and dinner are very good.
A bit far from the cable car station"
2023-01-14,Becamex New City Hotel,Booking.com,English,70,https://www.booking.com/hotel/vn/becamex-new-city.en.html?tab=4&lang=en-us,Bryce,nice to stay here if working in the area,"good appartement size with balcony.
busy breakfast","good appartement size with balcony.
busy breakfast"
2023-01-08,Becamex New City Hotel,Ctrip,Chinese,100,https://hotels.ctrip.com/international/7359980.html,_yt13448****,,早餐好，环境佳,Good breakfast and nice environment
2023-01-07,Becamex New City Hotel,Google,English,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=ro,Hien Do,,Restaurant here having cuisine of Vietnam and other nations. Decoration great and good price. Service and taste also good. Highly recommend,Restaurant here having cuisine of Vietnam and other nations. Decoration great and good price. Service and taste also good. Highly recommend
2023-01-05,Becamex New City Hotel,Google,English,60,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Jason Teo,,"Nothing much nearby except for a Hikari. Room is spacious, will be better if they have bath tub","Nothing much nearby except for a Hikari. Room is spacious, will be better if they have bath tub"
2023-01-03,Becamex New City Hotel,Agoda,English,56,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Shang,Did not like the apartment style room!,Did not seem to change the pillow case?  Weird smell when you sleep on it. I would want to stay at the hotel section of the complex instead of the Apartment section next time.,Did not seem to change the pillow case?  Weird smell when you sleep on it. I would want to stay at the hotel section of the complex instead of the Apartment section next time.
2023-01-01,Becamex New City Hotel,Booking.com,Japanese,80,https://www.booking.com/hotel/vn/becamex-new-city.en.html?tab=4&lang=en-us,Rika,Very Good,新都市の中心で便利 レストランエリアのヒカリに近い,Convenient in the center of the new city Close to Hikari in the restaurant area
2022-12-29,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Anh Tuấn Đỗ,,Hotel lớn và sang trọng nhất trong khu vực. Phong cách làm việc chuyên nghiệp,The biggest and most luxurious hotel in the area. Professional working style
2022-12-23,Becamex New City Hotel,Agoda,Vietnamese,84,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Buu,Nới ở lý tưởng,Rất ok,Very OK
2022-12-18,Becamex New City Hotel,Google,Chinese,20,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Lin Jaydon,,員工誠信讓人疑問，12/13check out，當天晚上發現錢忘在房間，櫃檯卻說找3次找不到，錢會自己長腳跑掉？還是房務拿走？誰知道？對越南人的評價：不予置評,"The honesty of the staff is doubtful. On 12/13 check out, I found that I forgot the money in the room that night, but the counter said that I couldn’t find it after searching for it 3 times. Will the money run away by itself? Or housekeeping? who knows? "
2022-12-17,Becamex New City Hotel,Google,English,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Marc Petrine,,Convenient for factory visits but too far from HCMC. Service is cumbersome to an American but probably normal for Asia. Restaurant if FANTASTIC! Make sure you grab breakfast. Room was clean and modern. Great shower.,Convenient for factory visits but too far from HCMC. Service is cumbersome to an American but probably normal for Asia. Restaurant if FANTASTIC! Make sure you grab breakfast. Room was clean and modern. Great shower.
2022-12-16,Becamex New City Hotel,Ctrip,Chinese,100,https://hotels.ctrip.com/international/7359980.html,nelsontaob,,设施非常到位 尤其是早餐值得推荐 属于高级的商旅酒店,"The facilities are in place, especially the breakfast is recommended. It is a high-end business hotel"
2022-12-12,Becamex New City Hotel,Ctrip,Chinese,100,https://hotels.ctrip.com/international/7359980.html,118133****,,新城不多的选择。游泳池很好，早餐丰盛，隔音很好，位置很好，非常方便。,"There are not many choices in the New city. The swimming pool is very good, the breakfast is rich, the sound insulation is very good, the location is very good, very convenient."
2022-12-10,Becamex New City Hotel,Agoda,English,100,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Adelyn,Exceptional,will definitely recommend,will definitely recommend
2022-12-07,Becamex New City Hotel,Ctrip,Chinese,80,https://hotels.ctrip.com/international/7359980.html,100076****,,平阳新城区最好的酒店，设施如健身房都不错，床有点硬,"The best hotel in Binhduong New City, the facilities such as the gym are good, the bed is a bit hard"
2022-12-05,Becamex New City Hotel,Agoda,Japanese,92,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,KENTO,いいところ,"外観は古く見えるが中身は一流で清潔
朝食も充実してる。近くの展示会が開催されてるときは人で混みあう","The outside looks old but the inside is first class and clean
Breakfast is substantial, too. Crowded when there is an exhibition nearby."
2022-12-04,Becamex New City Hotel,Google,Korean,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Keeyung Choi,,오랜 호텔이지만 럭셔리해서 좋아요 Nearby activities: 주변시설이 약해요,"It's an old hotel, but I like it because it's luxurious Nearby activities: The surrounding facilities are weak"
2022-11-30,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Phuc Hung Nguyen,,Phục vụ tốt,Good service
2022-11-29,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,NTT Chanel's,,Tuyệt vời,Very good
2022-11-29,Becamex New City Hotel,Google,English,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,남충우,,Nearby activities: 골프,Nearby activities: Golf
2022-11-27,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,109 Hinograb,,nơi tổ chức sự kiện có dịch vụ tốt,event venue with good service
2022-11-24,Becamex New City Hotel,Booking.com,Chinese,90,https://www.booking.com/hotel/vn/becamex-new-city.en.html?tab=4&lang=en-us,Yuchieh,整體乾淨舒適 會再住宿,"房間大 性價比超高
早餐豐富滿意.
飯店周邊沒什麼娛樂 只有樓下便利商店","Big room, great value for money
The breakfast is rich and satisfying.
There is no entertainment around the hotel, only the convenience store downstairs"
2022-11-14,Becamex New City Hotel,Google,Chinese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Pingqiang Zhou,,环境很好，服务好,The environment is very good and the service is good
2022-11-13,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Hữu Tài Nguyễn,,"Khách sạn đẳng cấp tại Tp mới Bình Dương của tập đoàn Becamex. Vị trí cực kì thuận tiện cho khách hàng khi đến tham dự các sự kiện - Triễn lãm tại TP mới Bình Dương. Khách sạn đạt tiêu chuẩn 5 sao nhưng chỉ để 4 sao. Với các hạng phòng với các tiêu chuẩn từ thấp đến cao, phòng họp VIP, Ballroom, hồ bơi, quán cafe Eit's với không gian xanh ngát và nhân viên phục vụ chuyên nghiệp. Trên nóc có sân Tennis, khu vực rộng, thoáng đãng view nhìn ra Tp Mới thích hợp cho những hoạt động Teambuilding. Nơi đây cũng có sảnh tổ chức lễ cưới trong nhà hoặc ngoài trời. Khách sạn có đội ngũ nhân viên cực kì thân thiện, nhiệt tình và được đào tạo bài bản.","Luxury hotel in Binh Duong New City of Becamex Group. The location is extremely convenient for customers to attend events - exhibitions in Binh Duong New City. The hotel is 5 star standard but only 4 star. With room types from low to high standards, VIP meeting room, Ballroom, swimming pool, Eit's cafe with green space and professional service staff. On the roof there is a tennis court, a large, open area overlooking the New City, suitable for Teambuilding activities. It also has an indoor or outdoor wedding reception hall. The hotel has an extremely friendly, enthusiastic and well-trained staff."
2022-11-02,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Hen Nguyen,,"Ngay mặt tiền ngả 4 Hùng Vương và Lý Thái Tổ, liền kề trung tâm hành chính tỉnh Bình Dương, đối diện trung tâm triễn lãm quốc tế vừa khánh thành; trung tâm thành phố mới, lân cận khu dân cư hiện hữu Tổ hợp có bãi đỗ xe ngoài trời rất rộng, gồm: Khách sạn có sảnh đón tiếp rất rộng, trang trí đẹp mắt, hồ bơi khu bên cạnh có sảnh kết nối sang đường, view ngắm đẹp, có quán bar; sảnh đó bên phải có quán cà phê và ăn uống nhiều góc chụp hình đẹp; nhà hàng  tầng 1 với sảnh tiệc lớn,… Không gian nghỉ ngơi, hội nghị, tiệc đẳng cấp của tỉnh BD","Right in front of the 4 Hung Vuong and Ly Thai To intersections, adjacent to the administrative center of Binh Duong province, opposite the recently inaugurated internationalConvention Hall; New city center, adjacent to existing residential area The complex has a very large outdoor car park, including: The hotel has a very large reception hall, beautifully decorated, a swimming pool next to a luxury connecting lobby road, beautiful view, bar; That lobby on the right has a cafe and dining with many beautiful photo corners; 1st floor restaurant with large banquet hall,… Space for relaxation, conference, party class of BD"
2022-11-01,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,15o6281 luuduchoa,,Nhà hàng cũng ngon nhà hàng làm trễ,The restaurant is also good. The restaurant is late-opening
2022-10-21,Becamex New City Hotel,Google,Vietnamese,60,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,honghuy tu,,Giá hơi cao.,Expensive price
